#,,distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
1776,1776,0.858056,54,27,2.944439,1,0.693147,4.123106,2.833213,29.95,0
1777,1777,0.627877,54,27,2.944439,1,0.693147,4.472136,2.70805,29.97,0
1778,1778,0.397698,54,27,2.944439,2,0.693147,5.09902,2.197225,30.04,6243
1779,1779,0.167519,54,27,2.944439,2,0.693147,6,2.944439,30.12,28693
1780,1780,0.06266,54,27,2.944439,2,0.693147,6.63325,2.890372,30.14,33510
1781,1781,0.292839,54,27,2.944439,3,0.693147,5.744563,3.178054,30.15,18950
1782,1782,0.523018,54,27,2.944439,3,0.693147,4.123106,2.833213,30.16,738
1783,1783,0.753197,54,27,2.944439,4,0.693147,3.162278,3.135494,30.21,0
1784,1784,0.853503,56,27,2.917771,4,0.693147,2,2.890372,30.24,0
1785,1785,0.624204,56,27,2.917771,4,0.693147,3.162278,3.044522,30.23,0
1786,1786,0.394904,56,27,2.917771,2,0.693147,3.741657,2.302585,30.26,5715
1787,1787,0.165605,56,27,2.917771,1,0.693147,5.91608,2.302585,30.27,28438
1788,1788,0.063694,56,27,2.917771,2,0.693147,5.91608,2.944439,30.26,33567
1789,1789,0.292994,56,27,2.917771,2,0.693147,5.477226,3.135494,30.22,18995
1790,1790,0.522293,56,27,2.917771,2,0.693147,4.472136,3.258097,30.2,668
1791,1791,0.751592,56,27,2.917771,2,0.693147,4.123106,2.890372,30.21,0
1792,1792,0.851334,55,27,3.025291,2,0.693147,3.162278,2.639057,30.17,0
1793,1793,0.622618,55,27,3.025291,3,0.693147,3.162278,3.044522,30.13,0
1794,1794,0.393901,55,27,3.025291,4,0.693147,2.645751,2.772589,30.13,4859
1795,1795,0.165184,55,27,3.025291,3,0.693147,5,2.833213,30.11,25254
1796,1796,0.063532,55,27,3.025291,3,0.693147,6.324555,3.091042,30.07,29857
1797,1797,0.292249,55,27,3.025291,3,0.693147,6.855655,3.465736,30,17948
1798,1798,0.520966,55,27,3.025291,3,0.693147,5.567764,3.367296,29.96,516
1799,1799,0.749682,55,27,3.025291,2,0.693147,5.385165,2.890372,29.97,0
1800,1800,0.849176,50,29,3.317816,3,0.693147,5.385165,3.091042,29.96,0
1801,1801,0.621039,50,29,3.317816,2,0.693147,6.244998,2.833213,29.96,0
1802,1802,0.392902,50,29,3.317816,1,0.693147,6.480741,2.833213,29.97,6318
1803,1803,0.164766,50,29,3.317816,1,0.693147,7.28011,3.367296,29.95,30856
1804,1804,0.063371,50,29,3.317816,1,0.693147,7.141428,3.713572,29.94,36580
1805,1805,0.291508,50,29,3.317816,2,0.693147,6.244998,3.688879,29.91,7428
1806,1806,0.519645,50,29,3.317816,2,0.693147,5.656854,3.496508,29.92,41
1807,1807,0.747782,50,29,3.317816,0,0.693147,6.082763,2.833213,29.97,0
1808,1808,0.84596,49,28,3.068053,1,0.693147,5.830952,2.484907,30,0
1809,1809,0.618687,49,28,3.068053,0,0.693147,5.656854,1.791759,30.02,0
1810,1810,0.391414,49,28,3.068053,0,0.693147,6.244998,2.890372,30.07,6685
1811,1811,0.164141,49,28,3.068053,1,0.693147,7.141428,3.091042,30.11,30072
1812,1812,0.063131,49,28,3.068053,1,0.693147,7,3.258097,30.1,35251
1813,1813,0.290404,49,28,3.068053,1,0.693147,6.557439,3.433987,30.11,19527
1814,1814,0.517677,49,28,3.068053,1,0.693147,5.385165,3.367296,30.13,793
1815,1815,0.744949,49,28,3.068053,1,0.693147,4.472136,2.890372,30.19,0
1816,1816,0.842569,52,27,2.901422,1,0.693147,4.123106,2.772589,30.22,0
1817,1817,0.615869,52,27,2.901422,2,0.693147,4.123106,2.890372,30.23,0
1818,1818,0.389169,52,27,2.901422,3,0.693147,4.472136,2.772589,30.27,6704
1819,1819,0.162469,52,27,2.901422,1,0.693147,6.403124,1.386294,30.28,28992
1820,1820,0.064232,52,27,2.901422,1,0.693147,6.557439,3.091042,30.27,34751
1821,1821,0.290932,52,27,2.901422,3,0.693147,6.164414,3.218876,30.25,18441
1822,1822,0.517632,52,27,2.901422,2,0.693147,5.09902,3.401197,30.22,731
1823,1823,0.744332,52,27,2.901422,1,0.693147,4.795832,3.135494,30.25,0
1824,1824,0.839398,57,28,2.572612,1,0.693147,4.472136,2.484907,30.24,0
1825,1825,0.613551,57,28,2.572612,1,0.693147,3.741657,1.386294,30.23,0
1826,1826,0.387704,57,28,2.572612,1,0.693147,4.123106,1.386294,30.26,6529
1827,1827,0.161857,57,28,2.572612,3,0.693147,5.744563,1.94591,30.26,27655
1828,1828,0.06399,57,28,2.572612,3,0.693147,7.615773,2.70805,30.21,32802
1829,1829,0.289837,57,28,2.572612,2,0.693147,6.082763,3.295837,30.17,18587
1830,1830,0.515684,57,28,2.572612,2,0.693147,4.123106,2.639057,30.14,751
1831,1831,0.741531,57,28,2.572612,4,0.693147,2.645751,3.044522,30.16,0
1832,1832,0.838346,59,30,2.230014,2,0.693147,2,2.302585,30.13,0
1833,1833,0.612782,59,30,2.230014,1,0.693147,2.645751,1.386294,30.11,0
1834,1834,0.387218,59,30,2.230014,4,2.327278,2,1.94591,30.15,6153
1835,1835,0.161654,59,30,2.230014,1,1.609438,4.123106,1.791759,30.14,28194
1836,1836,0.06391,59,30,2.230014,1,0.693147,7.141428,2.70805,30.09,33175
1837,1837,0.289474,59,30,2.230014,1,0.693147,6.855655,2.484907,30.06,18918
1838,1838,0.515038,59,30,2.230014,1,0.693147,5,2.397895,30.05,793
1839,1839,0.740602,59,30,2.230014,0,0.693147,4.472136,2.079442,30.07,0
1840,1840,0.83625,69,30,1.589235,0,0.693147,5,1.386294,30.07,0
1841,1841,0.61125,69,30,1.589235,0,0.693147,5.09902,1.386294,30.06,0
1842,1842,0.38625,69,30,1.589235,0,0.693147,4.690416,1.386294,30.09,6617
1843,1843,0.16125,69,30,1.589235,0,0.693147,5,1.386294,30.11,27440
1844,1844,0.06375,69,30,1.589235,0,0.693147,7.211103,1.386294,30.07,31610
1845,1845,0.28875,69,30,1.589235,0,0.693147,7.549834,1.791759,30.02,17762
1846,1846,0.51375,69,30,1.589235,1,0.693147,7.745967,2.772589,30.01,769
1847,1847,0.73875,69,30,1.589235,0,0.693147,7,1.791759,30.04,0
1848,1848,0.833126,75,31,1.871802,0,0.693147,6.244998,1.386294,30.04,0
1849,1849,0.608966,75,31,1.871802,0,0.693147,3.605551,1.386294,30.02,0
1850,1850,0.384807,75,31,1.871802,1,0.693147,4.690416,1.386294,30.06,6642
1851,1851,0.160648,75,31,1.871802,1,1.098612,5.196152,2.079442,30.05,27058
1852,1852,0.063512,75,31,1.871802,1,0.693147,6.324555,1.94591,30,31440
1853,1853,0.287671,75,31,1.871802,2,0.693147,8.774964,2.484907,29.94,17838
1854,1854,0.511831,75,31,1.871802,2,0.693147,8.246211,2.772589,29.95,822
1855,1855,0.73599,75,31,1.871802,0,0.693147,7.483315,1.386294,29.98,0
1856,1856,0.829814,74,29,2.04122,1,0.693147,5.477226,1.386294,29.95,0
1857,1857,0.606211,74,29,2.04122,2,0.693147,5.656854,1.386294,29.93,0
1858,1858,0.382609,74,29,2.04122,3,0.693147,5.477226,1.386294,29.95,6918
1859,1859,0.159006,74,29,2.04122,3,0.693147,5.477226,1.791759,29.94,26270
1860,1860,0.064596,74,29,2.04122,3,0.693147,6.928203,1.386294,29.9,24932
1861,1861,0.288199,74,29,2.04122,3,0.693147,8.544004,3.178054,29.86,16620
1862,1862,0.511801,74,29,2.04122,3,0.693147,8.3666,2.833213,29.84,1408
1863,1863,0.735404,74,29,2.04122,1,0.693147,8.062258,2.197225,29.87,0
1864,1864,0.827757,61,29,2.667228,0,0.693147,6.324555,1.386294,29.85,0
1865,1865,0.604709,61,29,2.667228,0,0.693147,5.291503,2.079442,29.83,0
1866,1866,0.38166,61,29,2.667228,1,0.693147,5.744563,1.94591,29.86,6772
1867,1867,0.158612,61,29,2.667228,1,0.693147,6.244998,2.833213,29.9,28158
1868,1868,0.064436,61,29,2.667228,1,0.693147,6.082763,3.044522,29.88,33296
1869,1869,0.287485,61,29,2.667228,2,0.693147,5.656854,2.944439,29.83,18819
1870,1870,0.510533,61,29,2.667228,2,0.693147,4.472136,3.135494,29.85,920
1871,1871,0.733581,61,29,2.667228,2,0.693147,4.123106,2.302585,29.9,0
1872,1872,0.824691,57,26,2.433613,3,0.693147,4.472136,2.397895,29.9,0
1873,1873,0.602469,57,26,2.433613,2,0.693147,4.472136,2.302585,29.9,0
1874,1874,0.380247,57,26,2.433613,3,0.693147,4.795832,2.079442,29.94,867
1875,1875,0.158025,57,26,2.433613,3,0.693147,5.477226,1.791759,29.96,1052
1876,1876,0.064198,57,26,2.433613,3,0.693147,6.78233,2.890372,29.95,0
1877,1877,0.28642,57,26,2.433613,3,0.693147,7,3.044522,29.94,0
1878,1878,0.508642,57,26,2.433613,2,0.693147,5.385165,2.639057,29.94,0
1879,1879,0.730864,57,26,2.433613,3,0.693147,5.567764,2.197225,29.96,0
1880,1880,0.82266,53,27,3.234749,4,0.693147,4.795832,2.484907,29.96,0
1881,1881,0.600985,53,27,3.234749,4,0.693147,5.09902,3.091042,29.97,0
1882,1882,0.37931,53,27,3.234749,4,0.693147,5.385165,3.295837,30.01,1336
1883,1883,0.157635,53,27,3.234749,2,0.693147,6.403124,3.465736,30.05,29986
1884,1884,0.064039,53,27,3.234749,1,0.693147,6.708204,3.496508,30.07,35778
1885,1885,0.285714,53,27,3.234749,2,0.693147,6.557439,3.401197,30.05,20064
1886,1886,0.507389,53,27,3.234749,2,0.693147,5.567764,3.465736,30.04,944
1887,1887,0.729064,53,27,3.234749,2,0.693147,4.795832,2.890372,30.07,0
1888,1888,0.820639,52,26,2.944439,1,0.693147,4.123106,2.70805,30.08,0
1889,1889,0.599509,52,26,2.944439,2,0.693147,4.123106,1.791759,30.1,0
1890,1890,0.378378,52,26,2.944439,3,0.693147,4.795832,2.833213,30.14,6356
1891,1891,0.157248,52,26,2.944439,2,0.693147,6,3.044522,30.17,29565
1892,1892,0.063882,52,26,2.944439,1,0.693147,6.557439,3.178054,30.16,34976
1893,1893,0.285012,52,26,2.944439,1,0.693147,6,3.367296,30.15,19557
1894,1894,0.506143,52,26,2.944439,2,0.693147,5.09902,3.044522,30.13,984
1895,1895,0.727273,52,26,2.944439,2,0.693147,4.795832,3.465736,30.13,0
1896,1896,0.817402,55,26,2.76001,3,0.693147,4.472136,3.044522,30.11,0
1897,1897,0.596814,55,26,2.76001,3,0.693147,4.795832,2.70805,30.1,0
1898,1898,0.376225,55,26,2.76001,2,0.693147,4.795832,2.833213,30.09,6880
1899,1899,0.155637,55,26,2.76001,1,0.693147,6.164414,1.386294,30.07,28930
1900,1900,0.064951,55,26,2.76001,1,0.693147,6.928203,2.70805,30.04,34173
1901,1901,0.285539,55,26,2.76001,1,0.693147,6.164414,3.135494,30.02,19225
1902,1902,0.506127,55,26,2.76001,1,0.693147,5.09902,3.091042,29.99,948
1903,1903,0.726716,55,26,2.76001,3,0.693147,4.795832,2.70805,30.02,0
1904,1904,0.814408,52,26,2.879198,4,0.693147,4.795832,2.484907,30.02,0
1905,1905,0.594628,52,26,2.879198,4,0.693147,5.09902,2.397895,29.99,0
1906,1906,0.374847,52,26,2.879198,3,0.693147,5.09902,2.484907,30,4611
1907,1907,0.155067,52,26,2.879198,3,0.693147,6,3.091042,29.99,20425
1908,1908,0.064713,52,26,2.879198,3,0.693147,5.830952,3.178054,30.02,35553
1909,1909,0.284493,52,26,2.879198,2,0.693147,6.557439,3.218876,30.01,20055
1910,1910,0.504274,52,26,2.879198,2,0.693147,5.567764,2.484907,30.03,1308
1911,1911,0.724054,52,26,2.879198,3,0.693147,5.09902,2.833213,30.06,0
1912,1912,0.812424,53,27,2.74084,2,0.693147,5.09902,2.944439,30.05,0
1913,1913,0.593179,53,27,2.74084,2,0.693147,5.09902,2.833213,30.09,0
1914,1914,0.373934,53,27,2.74084,1,0.693147,5.385165,2.70805,30.11,7452
1915,1915,0.154689,53,27,2.74084,3,0.693147,6.557439,2.890372,30.14,28333
1916,1916,0.064555,53,27,2.74084,1,0.693147,7.483315,2.944439,30.13,36400
1917,1917,0.2838,53,27,2.74084,1,0.693147,7.141428,3.178054,30.13,18707
1918,1918,0.503045,53,27,2.74084,1,0.693147,5.830952,2.639057,30.14,1047
1919,1919,0.72229,53,27,2.74084,2,0.693147,5.09902,2.484907,30.17,0
1920,1920,0.81045,54,27,2.785011,2,0.693147,4.123106,2.302585,30.17,0
1921,1921,0.591738,54,27,2.785011,2,0.693147,4.123106,2.890372,30.17,0
1922,1922,0.373026,54,27,2.785011,1,0.693147,5.09902,2.833213,30.18,7393
1923,1923,0.154313,54,27,2.785011,1,0.693147,6.708204,2.890372,30.2,28785
1924,1924,0.064399,54,27,2.785011,3,0.693147,7.348469,3.091042,30.18,34289
1925,1925,0.283111,54,27,2.785011,2,0.693147,7.211103,2.833213,30.17,20125
1926,1926,0.501823,54,27,2.785011,2,0.693147,5.830952,2.70805,30.16,1111
1927,1927,0.720535,54,27,2.785011,1,0.693147,4.795832,2.397895,30.17,0
1928,1928,0.808485,55,27,2.564949,1,0.693147,4.795832,2.079442,30.18,0
1929,1929,0.590303,55,27,2.564949,1,0.693147,4.795832,2.397895,30.15,0
1930,1930,0.372121,55,27,2.564949,3,0.693147,5.09902,2.772589,30.18,4162
1931,1931,0.153939,55,27,2.564949,3,0.693147,6.708204,2.639057,30.19,27741
1932,1932,0.064242,55,27,2.564949,3,0.693147,7.483315,2.772589,30.15,29768
1933,1933,0.282424,55,27,2.564949,4,0.693147,7.071068,2.70805,30.07,13827
1934,1934,0.500606,55,27,2.564949,4,0.693147,6,3.044522,30.1,1109
1935,1935,0.718788,55,27,2.564949,4,0.693147,6.855655,1.791759,30.09,0
1936,1936,0.807506,56,19,2.251292,4,0.693147,5.830952,2.197225,30.1,0
1937,1937,0.589588,56,19,2.251292,3,0.693147,6.244998,1.94591,30.06,0
1938,1938,0.371671,56,19,2.251292,3,0.693147,6.403124,1.94591,30,3799
1939,1939,0.153753,56,19,2.251292,3,0.693147,6.324555,1.386294,29.98,12336
1940,1940,0.064165,56,19,2.251292,4,0.693147,5.291503,1.386294,29.96,8841
1941,1941,0.282082,56,19,2.251292,4,1.609438,2.645751,2.639057,29.91,1531
1942,1942,0.5,56,19,2.251292,4,2.197225,3.162278,2.70805,29.92,0
1943,1943,0.717918,56,19,2.251292,4,0.693147,3.162278,2.890372,29.98,0
1944,1944,0.805556,60,19,2.484907,3,0.693147,3.605551,2.397895,29.97,0
1945,1945,0.588164,60,19,2.484907,3,0.693147,3.162278,2.302585,29.99,0
1946,1946,0.370773,60,19,2.484907,4,0.693147,4.358899,1.791759,30.04,2126
1947,1947,0.153382,60,19,2.484907,4,0.693147,3.605551,2.197225,30.07,5369
1948,1948,0.06401,60,19,2.484907,4,0.693147,4.358899,3.044522,30.08,11213
1949,1949,0.281401,60,19,2.484907,4,0.693147,5,2.944439,30.08,6111
1950,1950,0.498792,60,19,2.484907,4,0.693147,4,2.639057,30.07,111
1951,1951,0.716184,60,19,2.484907,3,0.693147,4,2.397895,30.09,0
1952,1952,0.802647,59,23,2.379546,4,0.693147,2.645751,2.397895,30.13,0
1953,1953,0.586041,59,23,2.379546,4,0.693147,3.605551,2.484907,30.09,0
1954,1954,0.369434,59,23,2.379546,4,2.079442,2.645751,2.639057,30.1,843
1955,1955,0.152828,59,23,2.379546,4,0.693147,4.358899,2.772589,30.13,5395
1956,1956,0.063779,59,23,2.379546,4,0.693147,5,2.639057,30.14,10351
1957,1957,0.280385,59,23,2.379546,4,0.693147,5,2.302585,30.1,11610
1958,1958,0.496992,59,23,2.379546,3,0.693147,3.605551,1.94591,30.08,1086
1959,1959,0.713598,59,23,2.379546,2,0.693147,2,2.197225,30.11,0
1960,1960,0.79952,61,20,2.208274,3,0.693147,2.645751,2.079442,30.08,0
1961,1961,0.583433,61,20,2.208274,3,0.693147,2,1.791759,30.08,0
1962,1962,0.367347,61,20,2.208274,4,0.693147,3.162278,1.386294,30.08,2094
1963,1963,0.151261,61,20,2.208274,4,1.386294,4,1.94591,30.06,16610
1964,1964,0.064826,61,20,2.208274,4,0.693147,5.830952,2.639057,30.04,16895
1965,1965,0.280912,61,20,2.208274,3,0.693147,5.196152,2.833213,30.03,3131
1966,1966,0.496999,61,20,2.208274,3,1.098612,3.162278,2.484907,30.01,404
1967,1967,0.713085,61,20,2.208274,4,0.693147,2.645751,2.302585,30.01,0
1968,1968,0.797605,64,23,2.116256,4,1.386294,3.162278,2.197225,30.01,0
1969,1969,0.582036,64,23,2.116256,4,1.609438,3.162278,1.386294,30.03,0
1970,1970,0.366467,64,23,2.116256,4,1.098612,3.162278,2.079442,30.06,983
1971,1971,0.150898,64,23,2.116256,4,0.693147,3.605551,1.386294,30.09,10119
1972,1972,0.064671,64,23,2.116256,3,0.693147,5.656854,2.484907,30.08,20567
1973,1973,0.28024,64,23,2.116256,3,0.693147,6,2.397895,30.06,9848
1974,1974,0.495808,64,23,2.116256,3,0.693147,5,1.94591,30.07,2021
1975,1975,0.711377,64,23,2.116256,4,0.693147,3.162278,2.484907,30.12,0
1976,1976,0.795699,64,28,2.406945,3,0.693147,3.162278,2.397895,30.11,0
1977,1977,0.580645,64,28,2.406945,3,0.693147,2.645751,1.386294,30.1,0
1978,1978,0.365591,64,28,2.406945,3,0.693147,3.162278,1.791759,30.14,6188
1979,1979,0.150538,64,28,2.406945,4,0.693147,4,1.386294,30.16,19992
1980,1980,0.064516,64,28,2.406945,3,0.693147,5.656854,2.484907,30.14,17727
1981,1981,0.27957,64,28,2.406945,3,0.693147,5.385165,2.833213,30.12,9661
1982,1982,0.494624,64,28,2.406945,3,0.693147,3.162278,2.70805,30.13,907
1983,1983,0.709677,64,28,2.406945,4,0.693147,3.162278,2.772589,30.17,0
1984,1984,0.793802,59,27,2.879198,4,1.609438,2.645751,2.890372,30.16,0
1985,1985,0.579261,59,27,2.879198,4,1.94591,2,2.70805,30.16,0
1986,1986,0.36472,59,27,2.879198,1,1.098612,3.162278,2.079442,30.17,8421
1987,1987,0.150179,59,27,2.879198,1,0.693147,5.91608,1.791759,30.16,30054
1988,1988,0.064362,59,27,2.879198,1,0.693147,7,3.135494,30.15,34480
1989,1989,0.278903,59,27,2.879198,1,0.693147,6.928203,3.295837,30.09,19576
1990,1990,0.493445,59,27,2.879198,1,0.693147,5.567764,3.295837,30.07,1214
1991,1991,0.707986,59,27,2.879198,0,0.693147,4.795832,2.890372,30.08,0
1992,1992,0.791914,61,28,2.791165,0,0.693147,4.123106,2.944439,30.05,0
1993,1993,0.577883,61,28,2.791165,0,0.693147,3.741657,2.197225,30.02,0
1994,1994,0.363853,61,28,2.791165,0,0.693147,5.291503,1.386294,30.03,8482
1995,1995,0.149822,61,28,2.791165,0,0.693147,6.78233,2.70805,30.03,29577
1996,1996,0.064209,61,28,2.791165,0,0.693147,6.78233,3.178054,30.01,33944
1997,1997,0.27824,61,28,2.791165,1,0.693147,6.480741,3.258097,29.95,19863
1998,1998,0.492271,61,28,2.791165,1,0.693147,5.567764,3.258097,29.93,1151
1999,1999,0.706302,61,28,2.791165,1,0.693147,4.795832,2.70805,29.96,0
2000,2000,0.790036,58,28,2.879198,0,0.693147,4.123106,2.890372,29.95,0
2001,2001,0.576512,58,28,2.879198,0,0.693147,3.741657,2.197225,29.94,0
2002,2002,0.362989,58,28,2.879198,1,1.386294,4.795832,2.302585,29.97,8318
2003,2003,0.149466,58,28,2.879198,1,0.693147,6.324555,2.772589,29.98,29580
2004,2004,0.064057,58,28,2.879198,2,0.693147,6.480741,3.044522,29.97,34329
2005,2005,0.27758,58,28,2.879198,2,1.098612,6.324555,3.433987,29.97,19505
2006,2006,0.491103,58,28,2.879198,3,1.098612,5,3.218876,29.96,1229
2007,2007,0.704626,58,28,2.879198,2,0.693147,4.472136,2.484907,29.98,0
2008,2008,0.788166,58,28,2.821379,1,0.693147,4.123106,2.079442,29.97,0
2009,2009,0.575148,58,28,2.821379,1,0.693147,3.741657,2.302585,29.95,0
2010,2010,0.36213,58,28,2.821379,2,0.693147,5,1.386294,29.97,8263
2011,2011,0.149112,58,28,2.821379,2,0.693147,6.403124,2.833213,29.98,29303
2012,2012,0.063905,58,28,2.821379,2,0.693147,6.78233,3.091042,29.96,33627
2013,2013,0.276923,58,28,2.821379,1,0.693147,6.480741,3.465736,29.94,19748
2014,2014,0.489941,58,28,2.821379,2,0.693147,7,3.135494,29.93,1182
2015,2015,0.702959,58,28,2.821379,1,0.693147,6,2.397895,29.98,0
2016,2016,0.786305,57,27,3.198673,1,0.693147,4.795832,3.091042,29.97,0
2017,2017,0.57379,57,27,3.198673,1,0.693147,4.472136,3.044522,29.96,0
2018,2018,0.361275,57,27,3.198673,2,0.693147,4.795832,2.70805,30.01,7837
2019,2019,0.14876,57,27,3.198673,3,0.693147,5.91608,3.091042,30.01,28418
2020,2020,0.063754,57,27,3.198673,1,0.693147,6.324555,3.465736,30.01,34252
2021,2021,0.276269,57,27,3.198673,1,0.693147,5.477226,3.610918,30,20301
2022,2022,0.488784,57,27,3.198673,3,0.693147,3.741657,3.367296,30,1288
2023,2023,0.701299,57,27,3.198673,2,0.693147,4.472136,3.401197,30.02,0
2024,2024,0.785377,56,27,2.995732,3,0.693147,4.123106,3.258097,30.04,0
2025,2025,0.573113,56,27,2.995732,1,0.693147,3.741657,2.639057,30.05,0
2026,2026,0.360849,56,27,2.995732,2,0.693147,4.472136,2.70805,30.06,8669
2027,2027,0.148585,56,27,2.995732,1,0.693147,6.63325,2.772589,30.07,29737
2028,2028,0.063679,56,27,2.995732,2,0.693147,7.211103,3.178054,30.06,34324
2029,2029,0.275943,56,27,2.995732,2,0.693147,7.071068,3.433987,30.01,20073
2030,2030,0.488208,56,27,2.995732,2,0.693147,6.164414,3.258097,30.02,1278
2031,2031,0.700472,56,27,2.995732,0,0.693147,5.09902,3.044522,30.05,0
2032,2032,0.783529,58,27,2.867899,0,0.693147,4.795832,3.135494,30.04,0
2033,2033,0.571765,58,27,2.867899,1,0.693147,5.09902,2.197225,30.02,0
2034,2034,0.36,58,27,2.867899,3,0.693147,7.141428,1.386294,30.04,8004
2035,2035,0.148235,58,27,2.867899,3,0.693147,7.071068,2.639057,30.06,29472
2036,2036,0.063529,58,27,2.867899,3,0.693147,7.745967,3.218876,30.07,31009
2037,2037,0.275294,58,27,2.867899,3,0.693147,7.549834,3.367296,30.08,19335
2038,2038,0.487059,58,27,2.867899,3,0.693147,7.211103,2.944439,30.06,1258
2039,2039,0.698824,58,27,2.867899,1,0.693147,5.567764,3.295837,30.11,0
2040,2040,0.78169,60,27,3.113515,1,0.693147,4.472136,2.833213,30.07,0
2041,2041,0.570423,60,27,3.113515,2,0.693147,3.741657,2.833213,30.06,0
2042,2042,0.359155,60,27,3.113515,4,2.079442,3.162278,3.091042,30.09,7791
2043,2043,0.147887,60,27,3.113515,2,0.693147,5.291503,2.833213,30.08,28562
2044,2044,0.06338,60,27,3.113515,2,0.693147,5.91608,3.367296,30.07,32864
2045,2045,0.274648,60,27,3.113515,2,0.693147,5.656854,3.526361,30.02,19321
2046,2046,0.485915,60,27,3.113515,4,1.791759,3.162278,3.367296,30,1334
2047,2047,0.697183,60,27,3.113515,3,0.693147,3.162278,2.70805,30.03,0
2048,2048,0.780774,58,29,2.631889,4,0.693147,2,2.70805,30,0
2049,2049,0.569754,58,29,2.631889,4,0.693147,2,1.94591,29.97,0
2050,2050,0.358734,58,29,2.631889,3,0.693147,3.741657,1.791759,29.98,5768
2051,2051,0.147714,58,29,2.631889,1,0.693147,5.477226,2.70805,29.96,29303
2052,2052,0.063306,58,29,2.631889,2,0.693147,5.91608,3.178054,29.93,33434
2053,2053,0.274326,58,29,2.631889,2,0.693147,5.91608,3.218876,29.89,19868
2054,2054,0.485346,58,29,2.631889,1,0.693147,4.472136,2.944439,29.88,1344
2055,2055,0.696366,58,29,2.631889,0,0.693147,4.795832,2.197225,29.89,0
2056,2056,0.778947,71,30,2.00148,0,0.693147,5,1.386294,29.86,0
2057,2057,0.568421,71,30,2.00148,0,0.693147,4.472136,1.386294,29.85,0
2058,2058,0.357895,71,30,2.00148,1,0.693147,5.196152,1.386294,29.88,8425
2059,2059,0.147368,71,30,2.00148,0,0.693147,5.477226,1.386294,29.89,28144
2060,2060,0.063158,71,30,2.00148,0,0.693147,6.480741,1.386294,29.86,31322
2061,2061,0.273684,71,30,2.00148,1,0.693147,8.306624,2.70805,29.85,18939
2062,2062,0.484211,71,30,2.00148,0,0.693147,7.745967,2.944439,29.85,1305
2063,2063,0.694737,71,30,2.00148,0,0.693147,6.244998,1.386294,29.88,0
2064,2064,0.77713,74,30,2.302585,0,0.693147,5.744563,1.791759,29.88,0
2065,2065,0.567095,74,30,2.302585,0,0.693147,5.91608,1.386294,29.87,0
2066,2066,0.35706,74,30,2.302585,0,0.693147,5.477226,1.386294,29.89,8363
2067,2067,0.147025,74,30,2.302585,0,0.693147,6.480741,1.386294,29.89,27752
2068,2068,0.063011,74,30,2.302585,1,0.693147,8.602325,2.772589,29.87,32018
2069,2069,0.273046,74,30,2.302585,1,0.693147,7.071068,3.135494,29.87,19428
2070,2070,0.483081,74,30,2.302585,2,0.693147,5.91608,2.944439,29.88,1356
2071,2071,0.693116,74,30,2.302585,1,0.693147,4.690416,2.484907,29.9,0
2072,2072,0.77532,59,29,2.809403,1,0.693147,3.162278,2.639057,29.9,0
