#,"",distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated,power_generated_log,wind_direction_rad,wind_direction_sin,wind_direction_cos
439,438,0.655385,68,29,1.722767,0,0.693147,7.141428,1.945910,29.99,0,0.000000,0.506145,0.48481,0.87462
440,439,0.932308,68,29,1.722767,0,0.693147,6.928203,2.079442,30.02,0,0.000000,0.506145,0.48481,0.87462
441,440,1.009259,60,29,2.509599,0,1.098612,4.123106,2.484907,30.04,0,0.000000,0.506145,0.48481,0.87462
442,441,0.731481,60,29,2.509599,1,1.386294,2.645751,2.302585,30.05,0,0.000000,0.506145,0.48481,0.87462
443,442,0.453704,60,29,2.509599,1,1.098612,2.000000,1.945910,30.08,1384,7.233455,0.506145,0.48481,0.87462
444,443,0.175926,60,29,2.509599,1,0.693147,5.477226,1.386294,30.10,20680,9.936971,0.506145,0.48481,0.87462
445,444,0.101852,60,29,2.509599,1,0.693147,6.403124,2.708050,30.05,24472,10.105326,0.506145,0.48481,0.87462
446,445,0.379630,60,29,2.509599,1,1.098612,4.690416,2.772589,30.03,7800,8.962007,0.506145,0.48481,0.87462
447,446,0.657407,60,29,2.509599,1,1.791759,2.645751,2.890372,30.08,0,0.000000,0.506145,0.48481,0.87462
448,447,0.935185,60,29,2.509599,1,1.386294,2.645751,2.772589,30.13,0,0.000000,0.506145,0.48481,0.87462
449,448,1.013953,55,29,2.302585,1,1.098612,2.645751,2.197225,30.16,0,0.000000,0.506145,0.48481,0.87462
450,449,0.734884,55,29,2.302585,3,1.609438,2.645751,1.386294,30.15,0,0.000000,0.506145,0.48481,0.87462
451,450,0.455814,55,29,2.302585,4,2.079442,3.162278,1.945910,30.19,221,5.402677,0.506145,0.48481,0.87462
452,451,0.176744,55,29,2.302585,4,2.197225,3.605551,1.386294,30.20,13923,9.541369,0.506145,0.48481,0.87462
453,452,0.102326,55,29,2.302585,3,1.609438,4.690416,2.890372,30.17,15242,9.631876,0.506145,0.48481,0.87462
454,453,0.381395,55,29,2.302585,3,0.693147,4.690416,2.772589,30.14,3727,8.223627,0.506145,0.48481,0.87462
455,454,0.660465,55,29,2.302585,3,0.693147,2.645751,2.772589,30.16,0,0.000000,0.506145,0.48481,0.87462
456,455,0.939535,55,29,2.302585,2,0.693147,3.162278,2.708050,30.18,0,0.000000,0.506145,0.48481,0.87462
457,456,1.015552,58,29,2.433613,2,0.693147,2.000000,2.708050,30.18,0,0.000000,0.506145,0.48481,0.87462
458,457,0.735614,58,29,2.433613,1,0.693147,2.000000,2.302585,30.19,0,0.000000,0.506145,0.48481,0.87462
459,458,0.455677,58,29,2.433613,3,0.693147,2.000000,1.791759,30.22,113,4.736198,0.506145,0.48481,0.87462
460,459,0.175739,58,29,2.433613,4,2.302585,2.645751,1.386294,30.22,15058,9.619731,0.506145,0.48481,0.87462
461,460,0.104199,58,29,2.433613,1,0.693147,5.291503,3.044522,30.17,23748,10.075296,0.506145,0.48481,0.874620
462,461,0.384137,58,29,2.433613,1,0.693147,5.916080,2.772589,30.14,7480,8.920122,0.506145,0.48481,0.874620
463,462,0.664075,58,29,2.433613,1,0.693147,3.162278,2.890372,30.14,0,0.000000,0.506145,0.48481,0.874620
464,463,0.944012,58,29,2.433613,1,0.693147,2.645751,2.397895,30.14,0,0.000000,0.506145,0.48481,0.874620
465,464,1.018721,56,30,2.230014,1,0.693147,2.000000,2.197225,30.10,0,0.000000,0.523599,0.50000,0.866025
466,465,0.737910,56,30,2.230014,1,0.693147,2.000000,2.079442,30.06,0,0.000000,0.523599,0.50000,0.866025
467,466,0.457098,56,30,2.230014,1,1.609438,2.000000,2.302585,30.08,186,5.231109,0.523599,0.50000,0.866025
468,467,0.176287,56,30,2.230014,3,1.609438,4.123106,1.386294,30.07,15471,9.646787,0.523599,0.50000,0.866025
469,468,0.104524,56,30,2.230014,3,1.386294,4.690416,1.791759,29.99,22378,10.015878,0.523599,0.50000,0.866025
470,469,0.385335,56,30,2.230014,2,0.693147,5.477226,2.302585,29.94,7629,8.939843,0.523599,0.50000,0.866025
471,470,0.666147,56,30,2.230014,2,0.693147,3.162278,2.484907,29.94,0,0.0,0.523599,0.50000,0.866025
472,471,0.946958,56,30,2.230014,2,0.693147,2.645751,2.302585,29.96,0,0.0,0.523599,0.50000,0.866025
473,472,1.021909,59,19,2.261763,3,0.693147,4.123106,1.386294,29.93,0,0.0,0.331613,0.34202,0.951057
474,473,0.740219,59,19,2.261763,3,0.693147,3.162278,1.791759,29.87,0,0.0,0.331613,0.34202,0.951057
475,474,0.458529,59,19,2.261763,3,1.609438,3.741657,1.386294,29.85,0,0.0,0.331613,0.34202,0.951057
476,475,0.176839,59,19,2.261763,4,1.609438,4.000000,1.386294,29.90,0,0.0,0.331613,0.34202,0.951057
477,476,0.104851,59,19,2.261763,4,1.098612,5.656854,2.890372,29.87,0,0.0,0.331613,0.34202,0.951057
478,477,0.386541,59,19,2.261763,4,1.609438,4.000000,2.197225,29.88,0,0.0,0.331613,0.34202,0.951057
479,478,0.668232,59,19,2.261763,4,0.693147,5.000000,1.386294,29.94,0,0.0,0.331613,0.34202,0.951057
480,479,0.949922,59,19,2.261763,3,0.693147,5.477226,3.178054,29.93,0,0.0,0.331613,0.34202,0.951057
481,480,1.025118,65,19,2.639057,3,0.693147,6.082763,2.639057,30.00,0,0.000000,0.331613,0.34202,0.951057
482,481,0.742543,65,19,2.639057,4,0.693147,4.000000,2.772589,30.03,0,0.000000,0.331613,0.34202,0.951057
483,482,0.459969,65,19,2.639057,4,1.791759,3.162278,1.945910,30.09,0,0.000000,0.331613,0.34202,0.951057
484,483,0.177394,65,19,2.639057,4,1.098612,3.605551,1.945910,30.13,1283,7.157735,0.331613,0.34202,0.951057
485,484,0.105181,65,19,2.639057,3,0.693147,6.244998,2.944439,30.10,8637,9.063926,0.331613,0.34202,0.951057
486,485,0.387755,65,19,2.639057,4,0.693147,6.557439,2.772589,30.08,1209,7.098376,0.331613,0.34202,0.951057
487,486,0.670330,65,19,2.639057,3,0.693147,6.403124,3.091042,30.08,0,0.000000,0.331613,0.34202,0.951057
488,487,0.952904,65,19,2.639057,3,0.693147,4.690416,2.484907,30.06,0,0.000000,0.331613,0.34202,0.951057
489,488,1.029968,63,19,2.624669,3,0.693147,5.000000,2.302585,30.03,0,0.000000,0.331613,0.34202,0.951057
490,489,0.746057,63,19,2.624669,4,0.693147,4.000000,2.079442,29.99,0,0.000000,0.331613,0.34202,0.951057
491,490,0.462145,63,19,2.624669,4,2.079442,3.162278,2.708050,29.97,168,5.129899,0.331613,0.342020,0.951057
492,491,0.178233,63,19,2.624669,4,2.197225,3.605551,2.772589,29.99,1054,6.961296,0.331613,0.342020,0.951057
493,492,0.105678,63,19,2.624669,4,2.079442,3.162278,2.772589,29.93,1200,7.090910,0.331613,0.342020,0.951057
494,493,0.389590,63,19,2.624669,4,2.197225,3.605551,2.772589,29.88,683,6.527958,0.331613,0.342020,0.951057
495,494,0.673502,63,19,2.624669,4,1.098612,3.605551,2.708050,29.90,0,0.000000,0.331613,0.342020,0.951057
496,495,0.957413,63,19,2.624669,4,0.693147,2.645751,2.302585,29.93,0,0.000000,0.331613,0.342020,0.951057
497,496,0.938291,62,23,2.208274,4,0.693147,3.162278,2.302585,29.93,0,0.000000,0.401426,0.390731,0.920505
498,497,0.653481,62,23,2.208274,3,0.693147,3.162278,1.791759,29.96,0,0.000000,0.401426,0.390731,0.920505
499,498,0.368671,62,23,2.208274,2,0.693147,3.162278,2.302585,30.02,357,5.880533,0.401426,0.390731,0.920505
500,499,0.083861,62,23,2.208274,3,0.693147,4.690416,1.386294,30.07,10258,9.235911,0.401426,0.390731,0.920505
501,500,0.200949,62,23,2.208274,3,0.693147,5.656854,2.708050,30.07,17127,9.748470,0.401426,0.390731,0.920505
502,501,0.485759,62,23,2.208274,2,0.693147,5.196152,2.639057,30.06,8167,9.007979,0.401426,0.390731,0.920505
503,502,0.770570,62,23,2.208274,3,0.693147,3.605551,1.386294,30.06,0,0.000000,0.401426,0.390731,0.920505
504,503,1.055380,62,23,2.208274,2,0.693147,4.123106,1.791759,30.07,0,0.000000,0.401426,0.390731,0.920505
505,504,0.941270,58,20,2.451005,2,0.693147,3.741657,1.386294,30.06,0,0.000000,0.349066,0.342020,0.939693
506,505,0.655556,58,20,2.451005,3,0.693147,3.162278,1.386294,30.02,0,0.000000,0.349066,0.342020,0.939693
507,506,0.369841,58,20,2.451005,3,0.693147,4.123106,1.791759,29.99,9,2.302585,0.349066,0.342020,0.939693
508,507,0.084127,58,20,2.451005,3,0.693147,4.690416,2.079442,29.96,7259,8.890135,0.349066,0.342020,0.939693
509,508,0.201587,58,20,2.451005,3,0.693147,5.291503,3.044522,29.86,6669,8.805375,0.349066,0.342020,0.939693
510,509,0.487302,58,20,2.451005,4,2.197225,3.162278,3.091042,29.75,95,4.564348,0.349066,0.342020,0.939693
511,510,0.773016,58,20,2.451005,3,0.693147,3.605551,2.639057,29.85,0,0.000000,0.349066,0.34202,0.939693
512,511,1.058730,58,20,2.451005,2,0.693147,3.741657,2.484907,29.94,0,0.000000,0.349066,0.34202,0.939693
513,512,0.944268,55,29,2.660260,3,0.693147,4.472136,2.302585,29.98,0,0.000000,0.506145,0.48481,0.874620
514,513,0.657643,55,29,2.660260,3,0.693147,4.123106,1.791759,30.01,0,0.000000,0.506145,0.48481,0.874620
515,514,0.371019,55,29,2.660260,2,0.693147,4.472136,2.484907,30.06,1661,7.415777,0.506145,0.48481,0.874620
516,515,0.084395,55,29,2.660260,3,0.693147,5.567764,2.639057,30.13,16038,9.682779,0.506145,0.48481,0.874620
517,516,0.202229,55,29,2.660260,3,0.693147,6.708204,2.944439,30.12,21373,9.969931,0.506145,0.48481,0.874620
518,517,0.488854,55,29,2.660260,3,0.693147,6.000000,3.135494,30.13,5500,8.612685,0.506145,0.48481,0.874620
519,518,0.775478,55,29,2.660260,1,0.693147,5.291503,2.833213,30.17,0,0.000000,0.506145,0.48481,0.874620
520,519,1.062102,55,29,2.660260,1,0.693147,5.099020,2.484907,30.19,0,0.000000,0.506145,0.48481,0.874620
521,520,0.947284,53,30,1.568616,0,0.693147,5.099020,1.945910,30.22,0,0.000000,0.523599,0.5,0.866025
522,521,0.659744,53,30,1.568616,0,0.693147,4.123106,1.386294,30.22,0,0.000000,0.523599,0.5,0.866025
523,522,0.372204,53,30,1.568616,2,0.693147,3.316625,1.386294,30.23,1721,7.451242,0.523599,0.5,0.866025
524,523,0.084665,53,30,1.568616,3,0.693147,5.744563,1.386294,30.27,16251,9.695971,0.523599,0.5,0.866025
525,524,0.202875,53,30,1.568616,3,0.693147,6.633250,1.791759,30.25,17465,9.768011,0.523599,0.5,0.866025
526,525,0.490415,53,30,1.568616,4,0.693147,6.928203,2.197225,30.25,4638,8.442254,0.523599,0.5,0.866025
527,526,0.777955,53,30,1.568616,4,0.693147,6.480741,2.079442,30.25,0,0.000000,0.523599,0.5,0.866025
528,527,1.065495,53,30,1.568616,4,0.693147,6.164414,1.386294,30.27,0,0.000000,0.523599,0.5,0.866025
529,528,0.950321,60,30,1.722767,3,0.693147,6.164414,1.386294,30.28,0,0.000000,0.523599,0.5,0.866025
530,529,0.661859,60,30,1.722767,2,0.693147,5.291503,1.386294,30.29,0,0.000000,0.523599,0.5,0.866025
531,530,0.373397,60,30,1.722767,1,0.693147,4.472136,1.791759,30.33,1365,7.219642,0.523599,0.5,0.866025
532,531,0.084936,60,30,1.722767,0,0.693147,6.164414,2.197225,30.35,19412,9.873698,0.523599,0.5,0.866025
533,532,0.203526,60,30,1.722767,1,0.693147,6.782330,1.386294,30.30,24013,10.086392,0.523599,0.5,0.866025
534,533,0.491987,60,30,1.722767,0,0.693147,6.082763,2.708050,30.26,7449,8.915969,0.523599,0.5,0.866025
535,534,0.780449,60,30,1.722767,0,0.693147,4.690416,2.079442,30.26,0,0.000000,0.523599,0.5,0.866025
536,535,1.068910,60,30,1.722767,0,0.693147,2.645751,1.791759,30.26,0,0.000000,0.523599,0.5,0.866025
537,536,0.953376,62,30,1.824549,0,0.693147,3.741657,1.386294,30.24,0,0.000000,0.523599,0.5,0.866025
538,537,0.663987,62,30,1.824549,0,0.693147,3.162278,1.386294,30.24,0,0.000000,0.523599,0.5,0.866025
539,538,0.374598,62,30,1.824549,1,1.098612,2.000000,1.386294,30.22,1309,7.177782,0.523599,0.5,0.866025
540,539,0.085209,62,30,1.824549,0,1.098612,4.000000,1.386294,30.22,19306,9.868223,0.523599,0.5,0.866025
541,540,0.204180,62,30,1.824549,0,0.693147,5.000000,1.386294,30.16,24011,10.086309,0.523599,0.50000,0.866025
542,541,0.493569,62,30,1.824549,1,0.693147,6.708204,2.484907,30.11,7336,8.900685,0.523599,0.50000,0.866025
543,542,0.782958,62,30,1.824549,1,0.693147,3.605551,2.772589,30.12,0,0.000000,0.523599,0.50000,0.866025
544,543,1.072347,62,30,1.824549,0,0.693147,3.605551,2.079442,30.11,0,0.000000,0.523599,0.50000,0.866025
545,544,0.956522,58,27,2.415914,1,0.693147,3.162278,2.397895,30.11,0,0.000000,0.471239,0.45399,0.891007
546,545,0.666667,58,27,2.415914,1,0.693147,3.162278,2.302585,30.08,0,0.000000,0.471239,0.45399,0.891007
547,546,0.376812,58,27,2.415914,3,0.693147,2.645751,1.386294,30.06,115,4.753590,0.471239,0.45399,0.891007
548,547,0.086957,58,27,2.415914,4,0.693147,4.358899,2.079442,30.06,5851,8.674539,0.471239,0.45399,0.891007
549,548,0.202899,58,27,2.415914,4,0.693147,4.000000,2.302585,29.98,3697,8.215547,0.471239,0.45399,0.891007
550,549,0.492754,58,27,2.415914,4,1.791759,2.645751,2.397895,29.93,696,6.546785,0.471239,0.45399,0.891007
551,550,0.782609,58,27,2.415914,4,1.945910,2.645751,2.833213,29.91,0,0.000000,0.471239,0.453990,0.891007
552,551,1.072464,58,27,2.415914,3,0.693147,3.741657,2.772589,29.88,0,0.000000,0.471239,0.453990,0.891007
553,552,0.959612,57,28,3.010621,3,0.693147,4.123106,3.178054,29.87,0,0.000000,0.488692,0.469472,0.882948
554,553,0.668821,57,28,3.010621,3,0.693147,4.123106,3.218876,29.85,0,0.000000,0.488692,0.469472,0.882948
555,554,0.378029,57,28,3.010621,2,0.693147,4.123106,3.091042,29.86,1209,7.098376,0.488692,0.469472,0.882948
556,555,0.087237,57,28,3.010621,2,0.693147,5.000000,2.708050,29.88,19618,9.884254,0.488692,0.469472,0.882948
557,556,0.203554,57,28,3.010621,2,0.693147,5.477226,3.044522,29.87,24686,10.114032,0.488692,0.469472,0.882948
558,557,0.494346,57,28,3.010621,3,0.693147,4.690416,2.772589,29.87,4927,8.502689,0.488692,0.469472,0.882948
559,558,0.785137,57,28,3.010621,2,0.693147,4.123106,2.772589,29.91,0,0.000000,0.488692,0.469472,0.882948
560,559,1.075929,57,28,3.010621,2,0.693147,4.123106,3.258097,29.96,0,0.000000,0.488692,0.469472,0.882948
561,560,0.962723,55,28,2.251292,1,0.693147,3.741657,2.484907,29.98,0,0.000000,0.488692,0.469472,0.882948
562,561,0.670989,55,28,2.251292,1,0.693147,3.162278,1.791759,30.02,0,0.000000,0.488692,0.469472,0.882948
563,562,0.379254,55,28,2.251292,3,0.693147,3.162278,2.302585,30.07,381,5.945421,0.488692,0.469472,0.882948
564,563,0.087520,55,28,2.251292,3,0.693147,5.291503,2.302585,30.09,14852,9.605957,0.488692,0.469472,0.882948
565,564,0.204214,55,28,2.251292,3,0.693147,5.916080,2.708050,30.06,24073,10.088888,0.488692,0.469472,0.882948
566,565,0.495948,55,28,2.251292,3,0.693147,5.477226,2.302585,30.07,4945,8.506334,0.488692,0.469472,0.882948
567,566,0.787682,55,28,2.251292,3,0.693147,4.690416,2.302585,30.09,0,0.000000,0.488692,0.469472,0.882948
568,567,1.079417,55,28,2.251292,3,0.693147,4.123106,2.302585,30.13,0,0.000000,0.488692,0.469472,0.882948
569,568,0.965854,57,28,2.415914,3,0.693147,3.162278,2.302585,30.16,0,0.000000,0.488692,0.469472,0.882948
570,569,0.673171,57,28,2.415914,4,0.693147,2.000000,2.079442,30.17,0,0.000000,0.488692,0.469472,0.882948
571,570,0.380488,57,28,2.415914,3,0.693147,3.741657,2.079442,30.21,207,5.337538,0.488692,0.469472,0.882948
572,571,0.087805,57,28,2.415914,3,0.693147,5.000000,2.397895,30.27,8425,9.039077,0.488692,0.469472,0.882948
573,572,0.204878,57,28,2.415914,3,0.693147,5.291503,2.397895,30.24,9466,9.155567,0.488692,0.469472,0.882948
574,573,0.497561,57,28,2.415914,3,0.693147,5.291503,2.772589,30.24,3303,8.102889,0.488692,0.469472,0.882948
575,574,0.790244,57,28,2.415914,3,0.693147,5.291503,2.484907,30.27,0,0.000000,0.488692,0.469472,0.882948
576,575,1.082927,57,28,2.415914,3,0.693147,4.472136,2.397895,30.27,0,0.000000,0.488692,0.469472,0.882948
577,576,0.969005,60,28,1.931521,4,1.386294,2.645751,1.945910,30.28,0,0.000000,0.488692,0.469472,0.882948
578,577,0.675367,60,28,1.931521,4,0.693147,2.000000,2.197225,30.27,0,0.000000,0.488692,0.469472,0.882948
579,578,0.381729,60,28,1.931521,4,1.098612,3.605551,1.386294,30.30,162,5.093750,0.488692,0.469472,0.882948
580,579,0.088091,60,28,1.931521,4,1.098612,3.605551,1.791759,30.32,4780,8.472405,0.488692,0.469472,0.882948
581,580,0.205546,60,28,1.931521,3,1.098612,4.000000,1.386294,30.26,12683,9.448097,0.488692,0.469472,0.882948
582,581,0.499184,60,28,1.931521,3,1.098612,3.605551,2.833213,30.21,6774,8.820995,0.488692,0.469472,0.882948
583,582,0.792822,60,28,1.931521,3,0.693147,2.645751,2.197225,30.21,0,0.000000,0.488692,0.469472,0.882948
584,583,1.086460,60,28,1.931521,2,0.693147,2.645751,1.386294,30.23,0,0.000000,0.488692,0.469472,0.882948
585,584,0.972177,60,28,1.945910,1,0.693147,2.645751,1.386294,30.23,0,0.000000,0.488692,0.469472,0.882948
586,585,0.677578,60,28,1.945910,2,0.693147,2.000000,1.386294,30.22,0,0.000000,0.488692,0.469472,0.882948
587,586,0.382979,60,28,1.945910,1,0.693147,2.000000,1.386294,30.22,915,6.820016,0.488692,0.469472,0.882948
588,587,0.088380,60,28,1.945910,1,1.098612,2.645751,1.791759,30.23,17909,9.793114,0.488692,0.469472,0.882948
589,588,0.206219,60,28,1.945910,1,0.693147,6.082763,2.302585,30.16,22652,10.028048,0.488692,0.469472,0.882948
590,589,0.500818,60,28,1.945910,1,0.693147,5.000000,3.044522,30.11,6592,8.793764,0.488692,0.469472,0.882948
591,590,0.795417,60,28,1.945910,0,0.693147,4.690416,2.397895,30.10,0,0.000000,0.488692,0.469472,0.882948
592,591,1.090016,60,28,1.945910,0,0.693147,3.605551,2.197225,30.10,0,0.000000,0.488692,0.469472,0.882948
593,592,0.973770,66,19,2.014903,0,0.693147,3.162278,1.386294,30.10,0,0.000000,0.331613,0.342020,0.951057
594,593,0.678689,66,19,2.014903,0,0.693147,2.645751,1.386294,30.08,0,0.000000,0.331613,0.342020,0.951057
595,594,0.383607,66,19,2.014903,0,0.693147,3.741657,1.386294,30.12,934,6.840547,0.331613,0.342020,0.951057
596,595,0.088525,66,19,2.014903,0,0.693147,6.928203,2.079442,30.14,17598,9.775597,0.331613,0.342020,0.951057
597,596,0.206557,66,19,2.014903,0,0.693147,7.745967,1.945910,30.07,22910,10.039372,0.331613,0.342020,0.951057
598,597,0.501639,66,19,2.014903,1,0.693147,8.544004,2.079442,30.04,6731,8.814628,0.331613,0.342020,0.951057
599,598,0.796721,66,19,2.014903,0,0.693147,7.874008,2.302585,30.06,0,0.000000,0.331613,0.342020,0.951057
600,599,1.091803,66,19,2.014903,1,0.693147,7.280110,2.302585,30.08,0,0.000000,0.331613,0.342020,0.951057
601,600,0.978583,69,19,1.791759,1,0.693147,7.416198,2.484907,30.10,0,0.000000,0.331613,0.34202,0.951057
602,601,0.682043,69,19,1.791759,1,0.693147,6.782330,2.197225,30.10,0,0.000000,0.331613,0.34202,0.951057
603,602,0.385502,69,19,1.791759,1,0.693147,6.782330,2.197225,30.12,746,6.616065,0.331613,0.34202,0.951057
604,603,0.088962,69,19,1.791759,0,0.693147,8.366600,2.079442,30.14,17752,9.784310,0.331613,0.34202,0.951057
605,604,0.207578,69,19,1.791759,0,0.693147,7.810250,1.386294,30.08,22523,10.022337,0.331613,0.34202,0.951057
606,605,0.504119,69,19,1.791759,1,0.693147,8.544004,1.386294,30.05,6614,8.797095,0.331613,0.34202,0.951057
607,606,0.800659,69,19,1.791759,1,0.693147,7.874008,1.386294,30.07,0,0.000000,0.331613,0.34202,0.951057
608,607,1.097199,69,19,1.791759,0,0.693147,7.211103,1.386294,30.07,0,0.000000,0.331613,0.34202,0.951057
609,608,0.983471,63,19,1.131402,0,0.693147,5.000000,1.386294,30.08,0,0.000000,0.331613,0.34202,0.951057
610,609,0.685950,63,19,1.131402,1,0.693147,3.162278,1.386294,30.06,0,0.000000,0.331613,0.34202,0.951057
611,610,0.388430,63,19,1.131402,0,0.693147,3.162278,1.386294,30.09,595,6.390241,0.331613,0.34202,0.951057
612,611,0.090909,63,19,1.131402,0,1.386294,4.690416,1.386294,30.11,16232,9.694801,0.331613,0.34202,0.951057
613,612,0.206612,63,19,1.131402,1,1.386294,5.196152,2.197225,30.06,21472,9.974552,0.331613,0.34202,0.951057
614,613,0.504132,63,19,1.131402,1,1.791759,7.071068,1.386294,30.04,5578,8.626765,0.331613,0.34202,0.951057
615,614,0.801653,63,19,1.131402,1,0.693147,5.656854,1.386294,30.06,0,0.000000,0.331613,0.34202,0.951057
616,615,1.099174,63,19,1.131402,2,1.098612,5.000000,1.386294,30.09,0,0.000000,0.331613,0.34202,0.951057
617,616,0.985099,64,19,1.131402,1,1.386294,4.123106,1.386294,30.10,0,0.000000,0.331613,0.34202,0.951057
618,617,0.687086,64,19,1.131402,0,1.609438,3.605551,1.386294,30.11,0,0.000000,0.331613,0.34202,0.951057
619,618,0.389073,64,19,1.131402,1,1.791759,3.162278,1.386294,30.13,585,6.373320,0.331613,0.34202,0.951057
620,619,0.091060,64,19,1.131402,1,1.791759,4.690416,1.386294,30.15,16124,9.688126,0.331613,0.34202,0.951057
621,620,0.206954,64,19,1.131402,1,1.609438,5.477226,1.386294,30.11,21511,9.976366,0.331613,0.34202,0.951057
622,621,0.504967,64,19,1.131402,2,0.693147,7.141428,1.386294,30.08,5527,8.617581,0.331613,0.34202,0.951057
623,622,0.802980,64,19,1.131402,1,0.693147,5.477226,1.386294,30.09,0,0.000000,0.331613,0.34202,0.951057
624,623,1.100993,64,19,1.131402,1,0.693147,4.690416,1.386294,30.11,0,0.000000,0.331613,0.34202,0.951057
625,624,0.988372,57,29,2.332144,1,0.693147,4.358899,1.386294,30.11,0,0.000000,0.506145,0.48481,0.874620
626,625,0.689369,57,29,2.332144,0,0.693147,3.741657,1.945910,30.12,0,0.000000,0.506145,0.48481,0.874620
627,626,0.390365,57,29,2.332144,1,0.693147,2.645751,2.079442,30.14,512,6.240276,0.506145,0.48481,0.874620
628,627,0.091362,57,29,2.332144,0,1.098612,4.358899,1.386294,30.17,15771,9.665991,0.506145,0.48481,0.874620
629,628,0.207641,57,29,2.332144,1,1.098612,5.000000,2.944439,30.12,21856,9.992277,0.506145,0.48481,0.874620
630,629,0.506645,57,29,2.332144,1,1.098612,4.123106,2.833213,30.09,4702,8.455956,0.506145,0.48481,0.874620
631,630,0.805648,57,29,2.332144,1,1.791759,2.000000,2.639057,30.10,0,0.000000,0.506145,0.48481,0.874620
632,631,1.104651,57,29,2.332144,1,1.609438,2.645751,2.484907,30.12,0,0.000000,0.506145,0.48481,0.874620
633,632,0.991667,54,27,1.902108,2,1.609438,2.645751,1.945910,30.13,0,0.000000,0.471239,0.45399,0.891007
634,633,0.691667,54,27,1.902108,4,1.386294,3.741657,1.791759,30.14,0,0.000000,0.471239,0.45399,0.891007
635,634,0.391667,54,27,1.902108,4,1.791759,3.741657,2.079442,30.14,0,0.000000,0.471239,0.45399,0.891007
636,635,0.091667,54,27,1.902108,4,1.386294,3.741657,1.791759,30.16,3113,8.043663,0.471239,0.45399,0.891007
637,636,0.208333,54,27,1.902108,4,1.098612,4.123106,2.302585,30.14,7669,8.945072,0.471239,0.45399,0.891007
638,637,0.508333,54,27,1.902108,3,0.693147,4.472136,2.302585,30.11,5693,8.647168,0.471239,0.45399,0.891007
639,638,0.808333,54,27,1.902108,3,0.693147,3.162278,2.397895,30.14,0,0.000000,0.471239,0.45399,0.891007
640,639,1.108333,54,27,1.902108,4,0.693147,3.741657,2.197225,30.16,0,0.000000,0.471239,0.45399,0.891007
641,640,0.994992,57,27,2.028148,4,0.693147,3.162278,2.079442,30.15,0,0.000000,0.471239,0.453990,0.891007
642,641,0.694491,57,27,2.028148,3,0.693147,3.162278,1.386294,30.16,0,0.000000,0.471239,0.453990,0.891007
643,642,0.393990,57,27,2.028148,4,1.098612,3.162278,1.791759,30.21,53,3.988984,0.471239,0.453990,0.891007
644,643,0.093489,57,27,2.028148,4,1.386294,3.605551,1.791759,30.25,4089,8.316300,0.471239,0.453990,0.891007
645,644,0.207012,57,27,2.028148,3,0.693147,4.690416,2.484907,30.22,14702,9.595807,0.471239,0.453990,0.891007
646,645,0.507513,57,27,2.028148,2,0.693147,5.291503,2.708050,30.20,4839,8.484670,0.471239,0.453990,0.891007
647,646,0.808013,57,27,2.028148,0,0.693147,4.690416,2.397895,30.21,0,0.000000,0.471239,0.453990,0.891007
648,647,1.108514,57,27,2.028148,0,0.693147,5.567764,1.386294,30.21,0,0.000000,0.471239,0.453990,0.891007
649,648,0.998325,55,28,2.028148,0,0.693147,4.123106,1.386294,30.20,0,0.000000,0.488692,0.469472,0.882948
650,649,0.696817,55,28,2.028148,0,0.693147,4.123106,1.386294,30.16,0,0.000000,0.488692,0.469472,0.882948
651,650,0.395310,55,28,2.028148,1,0.693147,4.472136,1.386294,30.16,523,6.261492,0.488692,0.469472,0.882948
652,651,0.093802,55,28,2.028148,1,0.693147,6.324555,1.791759,30.15,16265,9.696832,0.488692,0.469472,0.882948
653,652,0.207705,55,28,2.028148,1,0.693147,7.937254,1.386294,30.11,22287,10.011804,0.488692,0.469472,0.882948
654,653,0.509213,55,28,2.028148,1,0.693147,6.324555,2.484907,30.08,6352,8.756682,0.488692,0.469472,0.882948
655,654,0.810720,55,28,2.028148,0,0.693147,4.123106,3.135494,30.10,0,0.000000,0.488692,0.469472,0.882948
656,655,1.112228,55,28,2.028148,0,0.693147,4.123106,2.197225,30.11,0,0.000000,0.488692,0.469472,0.882948
657,656,1.000000,54,28,1.945910,2,0.693147,4.795832,1.386294,30.09,0,0.000000,0.488692,0.469472,0.882948
658,657,0.697987,54,28,1.945910,0,0.693147,4.123106,1.791759,30.08,0,0.000000,0.488692,0.469472,0.882948
659,658,0.395973,54,28,1.945910,2,0.693147,4.123106,1.386294,30.12,534,6.282267,0.488692,0.469472,0.882948
660,659,0.093960,54,28,1.945910,2,0.693147,5.291503,1.386294,30.15,15976,9.678905,0.488692,0.469472,0.882948
661,660,0.208054,54,28,1.945910,2,0.693147,5.477226,1.386294,30.10,21808,9.990078,0.488692,0.469472,0.882948
662,661,0.510067,54,28,1.945910,3,0.693147,5.744563,2.708050,30.07,6518,8.782476,0.488692,0.469472,0.882948
663,662,0.812081,54,28,1.945910,4,1.098612,2.000000,3.044522,30.08,0,0.000000,0.488692,0.469472,0.882948
664,663,1.114094,54,28,1.945910,1,1.386294,2.000000,1.386294,30.09,0,0.000000,0.488692,0.469472,0.882948
