#,"",distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated,power_generated_log,wind_direction_rad,wind_direction_sin,wind_direction_cos
665,664,1.003367,56,19,1.609438,0,0.693147,2.645751,1.791759,30.07,0,0.000000,0.331613,0.342020,0.951057
666,665,0.700337,56,19,1.609438,0,1.098612,3.316625,1.945910,30.04,0,0.000000,0.331613,0.342020,0.951057
667,666,0.397306,56,19,1.609438,1,1.098612,2.000000,1.791759,30.04,377,5.934894,0.331613,0.342020,0.951057
668,667,0.094276,56,19,1.609438,1,1.386294,5.291503,2.079442,30.06,15727,9.663198,0.331613,0.342020,0.951057
669,668,0.208754,56,19,1.609438,1,0.693147,6.633250,1.386294,30.01,21630,9.981883,0.331613,0.342020,0.951057
670,669,0.511785,56,19,1.609438,1,0.693147,7.071068,1.386294,29.99,5778,8.661986,0.331613,0.342020,0.951057
671,670,0.814815,56,19,1.609438,1,0.693147,4.690416,1.386294,30.01,0,0.000000,0.331613,0.34202,0.951057
672,671,1.117845,56,19,1.609438,0,0.693147,4.795832,1.386294,30.05,0,0.000000,0.331613,0.34202,0.951057
673,672,1.006745,54,19,1.308333,1,0.693147,3.741657,1.386294,30.05,0,0.000000,0.331613,0.34202,0.951057
674,673,0.703204,54,19,1.308333,0,1.098612,3.316625,1.791759,30.05,0,0.000000,0.331613,0.34202,0.951057
675,674,0.399663,54,19,1.308333,2,1.945910,3.316625,1.386294,30.06,0,0.000000,0.331613,0.34202,0.951057
676,675,0.096121,54,19,1.308333,3,2.197225,4.123106,1.945910,30.07,11153,9.319553,0.331613,0.34202,0.951057
677,676,0.207420,54,19,1.308333,3,2.079442,4.472136,1.791759,30.03,13434,9.505619,0.331613,0.34202,0.951057
678,677,0.510961,54,19,1.308333,3,1.609438,6.164414,1.386294,30.00,1789,7.489971,0.331613,0.34202,0.951057
679,678,0.814503,54,19,1.308333,3,0.693147,5.744563,1.386294,30.01,0,0.000000,0.331613,0.34202,0.951057
680,679,1.118044,54,19,1.308333,3,0.693147,4.690416,1.386294,30.00,0,0.000000,0.331613,0.34202,0.951057
681,680,1.008446,55,34,1.458615,3,1.098612,4.795832,1.386294,30.01,0,0.000000,0.593412,0.559193,0.829038
682,681,0.704392,55,34,1.458615,3,0.693147,4.123106,1.386294,30.03,0,0.000000,0.593412,0.559193,0.829038
683,682,0.400338,55,34,1.458615,3,1.386294,4.123106,1.386294,30.04,80,4.394449,0.593412,0.559193,0.829038
684,683,0.096284,55,34,1.458615,4,1.609438,3.605551,2.079442,30.05,618,6.428105,0.593412,0.559193,0.829038
685,684,0.207770,55,34,1.458615,4,1.609438,5.000000,1.386294,30.01,2606,7.865955,0.593412,0.559193,0.829038
686,685,0.511824,55,34,1.458615,4,1.791759,4.358899,1.945910,29.98,915,6.820016,0.593412,0.559193,0.829038
687,686,0.815878,55,34,1.458615,3,0.693147,5.000000,1.386294,29.96,0,0.000000,0.593412,0.559193,0.829038
688,687,1.119932,55,34,1.458615,3,0.693147,4.123106,2.079442,29.96,0,0.000000,0.593412,0.559193,0.829038
689,688,1.011864,55,34,1.131402,3,0.693147,4.472136,1.386294,29.94,0,0.000000,0.593412,0.559193,0.829038
690,689,0.706780,55,34,1.131402,3,0.693147,4.123106,1.945910,29.89,0,0.000000,0.593412,0.559193,0.829038
691,690,0.401695,55,34,1.131402,4,1.098612,4.123106,1.386294,29.85,69,4.248495,0.593412,0.559193,0.829038
692,691,0.096610,55,34,1.131402,4,1.098612,4.690416,1.386294,29.88,1340,7.201171,0.593412,0.559193,0.829038
693,692,0.208475,55,34,1.131402,4,2.079442,3.162278,1.386294,29.88,2726,7.910957,0.593412,0.559193,0.829038
694,693,0.513559,55,34,1.131402,4,1.791759,3.741657,1.386294,29.89,68,4.234107,0.593412,0.559193,0.829038
695,694,0.818644,55,34,1.131402,3,1.098612,3.162278,1.386294,29.92,0,0.000000,0.593412,0.559193,0.829038
696,695,1.123729,55,34,1.131402,4,1.386294,3.162278,1.386294,29.95,0,0.000000,0.593412,0.559193,0.829038
697,696,1.015280,56,29,2.104134,3,1.098612,2.645751,1.386294,29.98,0,0.000000,0.506145,0.484810,0.874620
698,697,0.709677,56,29,2.104134,4,1.098612,2.645751,2.302585,30.00,0,0.000000,0.506145,0.484810,0.874620
699,698,0.404075,56,29,2.104134,4,1.386294,3.162278,1.945910,30.05,0,0.000000,0.506145,0.484810,0.874620
700,699,0.098472,56,29,2.104134,2,1.386294,3.605551,2.079442,30.10,13893,9.539212,0.506145,0.484810,0.874620
701,700,0.207131,56,29,2.104134,4,1.098612,4.472136,2.484907,30.09,11407,9.342070,0.506145,0.484810,0.874620
702,701,0.512733,56,29,2.104134,3,0.693147,4.690416,2.484907,30.11,633,6.452049,0.506145,0.484810,0.874620
703,702,0.818336,56,29,2.104134,4,0.693147,4.472136,2.397895,30.15,0,0.000000,0.506145,0.484810,0.874620
704,703,1.123939,56,29,2.104134,4,0.693147,4.123106,2.197225,30.20,0,0.000000,0.506145,0.484810,0.874620
705,704,1.017007,53,24,1.589235,4,0.693147,3.741657,1.791759,30.22,0,0.000000,0.418879,0.406737,0.913545
706,705,0.710884,53,24,1.589235,4,0.693147,4.123106,1.386294,30.22,0,0.000000,0.418879,0.406737,0.913545
707,706,0.404762,53,24,1.589235,4,0.693147,3.741657,1.386294,30.25,11,2.484907,0.418879,0.406737,0.913545
708,707,0.098639,53,24,1.589235,4,0.693147,4.123106,1.386294,30.30,1353,7.210818,0.418879,0.406737,0.913545
709,708,0.207483,53,24,1.589235,4,0.693147,4.123106,1.791759,30.24,10939,9.300181,0.418879,0.406737,0.913545
710,709,0.513605,53,24,1.589235,4,1.609438,4.690416,1.386294,30.20,4273,8.360305,0.418879,0.406737,0.913545
711,710,0.819728,53,24,1.589235,2,0.693147,3.162278,2.197225,30.22,0,0.000000,0.418879,0.406737,0.913545
712,711,1.125850,53,24,1.589235,2,1.386294,2.000000,1.386294,30.22,0,0.000000,0.418879,0.406737,0.913545
713,712,1.020478,57,19,1.335001,2,1.386294,2.645751,1.386294,30.19,0,0.000000,0.331613,0.342020,0.951057
714,713,0.713311,57,19,1.335001,4,2.079442,2.000000,1.791759,30.17,0,0.000000,0.331613,0.342020,0.951057
715,715,0.098976,57,19,1.335001,3,1.609438,4.472136,2.197225,30.19,7229,8.885994,0.331613,0.342020,0.951057
716,716,0.208191,57,19,1.335001,2,0.693147,5.000000,1.386294,30.12,18371,9.818583,0.331613,0.342020,0.951057
717,717,0.515358,57,19,1.335001,1,0.693147,6.782330,1.386294,30.10,5918,8.685923,0.331613,0.342020,0.951057
718,718,0.822526,57,19,1.335001,0,0.693147,5.477226,1.386294,30.11,0,0.000000,0.331613,0.342020,0.951057
719,719,1.129693,57,19,1.335001,0,0.693147,5.291503,1.386294,30.15,0,0.000000,0.331613,0.342020,0.951057
720,720,1.023932,55,19,1.193922,0,0.693147,4.472136,1.386294,30.17,0,0.000000,0.331613,0.342020,0.951057
721,721,0.716239,55,19,1.193922,0,1.386294,3.162278,1.386294,30.15,0,0.000000,0.331613,0.342020,0.951057
722,722,0.408547,55,19,1.193922,2,2.079442,2.645751,1.386294,30.14,191,5.257495,0.331613,0.342020,0.951057
723,723,0.100855,55,19,1.193922,2,1.791759,4.123106,1.791759,30.16,14064,9.551445,0.331613,0.342020,0.951057
724,724,0.206838,55,19,1.193922,2,1.386294,5.000000,1.945910,30.12,20574,9.931832,0.331613,0.342020,0.951057
725,725,0.514530,55,19,1.193922,2,1.791759,5.000000,1.386294,30.09,5548,8.621373,0.331613,0.342020,0.951057
726,726,0.822222,55,19,1.193922,1,0.693147,5.744563,1.386294,30.11,0,0.000000,0.331613,0.342020,0.951057
727,727,1.129915,55,19,1.193922,0,1.098612,4.123106,1.386294,30.13,0,0.000000,0.331613,0.342020,0.951057
728,728,1.025685,53,28,2.066863,0,1.791759,2.645751,1.386294,30.13,0,0.000000,0.488692,0.469472,0.882948
729,729,0.717466,53,28,2.066863,2,2.079442,2.000000,1.945910,30.13,0,0.000000,0.488692,0.469472,0.882948
730,730,0.409247,53,28,2.066863,4,2.463853,2.000000,1.386294,30.14,0,0.000000,0.488692,0.469472,0.882948
731,731,0.101027,53,28,2.066863,4,2.197225,2.000000,2.079442,30.18,2184,7.689371,0.488692,0.469472,0.882948
732,732,0.207192,53,28,2.066863,4,2.079442,3.741657,2.302585,30.14,2907,7.975221,0.488692,0.469472,0.882948
733,733,0.515411,53,28,2.066863,4,1.791759,4.472136,2.484907,30.13,469,6.152733,0.488692,0.469472,0.882948
734,734,0.823630,53,28,2.066863,3,0.693147,4.472136,2.302585,30.12,0,0.000000,0.488692,0.469472,0.882948
735,735,1.131849,53,28,2.066863,4,0.693147,4.472136,2.302585,30.15,0,0.000000,0.488692,0.469472,0.882948
736,736,1.027444,56,28,2.066863,4,0.693147,4.123106,2.302585,30.16,0,0.000000,0.488692,0.469472,0.882948
737,737,0.718696,56,28,2.066863,4,0.693147,3.741657,2.484907,30.17,0,0.000000,0.488692,0.469472,0.882948
738,738,0.409949,56,28,2.066863,4,1.609438,2.000000,2.197225,30.18,0,0.000000,0.488692,0.469472,0.882948
739,739,0.101201,56,28,2.066863,3,1.098612,4.358899,2.302585,30.20,10230,9.233178,0.488692,0.469472,0.882948
740,740,0.207547,56,28,2.066863,1,0.693147,5.000000,1.791759,30.14,19145,9.859849,0.488692,0.469472,0.882948
741,741,0.516295,56,28,2.066863,2,0.693147,5.477226,2.397895,30.15,5666,8.642415,0.488692,0.469472,0.882948
742,742,0.825043,56,28,2.066863,1,0.693147,3.741657,1.791759,30.16,0,0.000000,0.488692,0.469472,0.882948
743,743,1.133791,56,28,2.066863,0,0.693147,3.162278,1.386294,30.19,0,0.000000,0.488692,0.469472,0.882948
744,744,1.030928,53,33,1.547563,0,1.386294,3.162278,1.791759,30.17,0,0.000000,0.575959,0.544639,0.838671
745,745,0.721649,53,33,1.547563,4,1.945910,2.645751,1.386294,30.18,0,0.000000,0.575959,0.544639,0.838671
746,746,0.412371,53,33,1.547563,4,2.484907,2.000000,1.386294,30.20,0,0.000000,0.575959,0.544639,0.838671
747,747,0.103093,53,33,1.547563,4,2.351375,2.000000,1.386294,30.20,5857,8.675564,0.575959,0.544639,0.838671
748,748,0.206186,53,33,1.547563,3,1.945910,4.472136,1.791759,30.12,14677,9.594105,0.575959,0.544639,0.838671
749,749,0.515464,53,33,1.547563,4,1.791759,5.567764,1.386294,30.10,3724,8.222822,0.575959,0.544639,0.838671
750,750,0.824742,53,33,1.547563,3,1.098612,3.741657,1.945910,30.09,0,0.000000,0.575959,0.544639,0.838671
751,751,1.134021,53,33,1.547563,3,1.098612,4.123106,2.079442,30.08,0,0.000000,0.575959,0.544639,0.838671
752,752,1.032702,54,19,2.128232,2,0.693147,4.795832,2.484907,30.06,0,0.000000,0.331613,0.342020,0.951057
753,753,0.722892,54,19,2.128232,2,0.693147,4.472136,2.639057,30.05,0,0.000000,0.331613,0.342020,0.951057
754,754,0.413081,54,19,2.128232,4,1.945910,4.472136,2.639057,30.06,188,5.241747,0.331613,0.342020,0.951057
755,755,0.103270,54,19,2.128232,4,1.945910,4.795832,2.079442,30.07,13982,9.545598,0.331613,0.342020,0.951057
756,756,0.206540,54,19,2.128232,0,1.609438,6.000000,1.945910,30.03,21285,9.965805,0.331613,0.342020,0.951057
757,757,0.516351,54,19,2.128232,0,1.386294,5.744563,1.386294,30.00,5652,8.639942,0.331613,0.342020,0.951057
758,758,0.826162,54,19,2.128232,0,1.386294,4.123106,1.791759,30.02,0,0.000000,0.331613,0.342020,0.951057
759,759,1.135972,54,19,2.128232,0,1.098612,4.795832,1.386294,30.08,0,0.000000,0.331613,0.342020,0.951057
760,760,1.036207,54,19,1.504077,0,0.693147,4.123106,1.791759,30.11,0,0.000000,0.331613,0.342020,0.951057
761,761,0.725862,54,19,1.504077,0,0.693147,3.316625,1.791759,30.14,0,0.000000,0.331613,0.34202,0.951057
762,762,0.415517,54,19,1.504077,1,1.791759,3.741657,1.945910,30.17,117,4.770685,0.331613,0.34202,0.951057
763,763,0.105172,54,19,1.504077,1,1.791759,5.291503,1.945910,30.23,13253,9.492055,0.331613,0.34202,0.951057
764,764,0.205172,54,19,1.504077,1,1.098612,6.633250,1.386294,30.18,20321,9.919459,0.331613,0.34202,0.951057
765,765,0.515517,54,19,1.504077,3,0.693147,7.348469,1.386294,30.16,5999,8.699515,0.331613,0.34202,0.951057
766,766,0.825862,54,19,1.504077,2,0.693147,6.708204,1.386294,30.19,0,0.000000,0.331613,0.34202,0.951057
767,767,1.136207,54,19,1.504077,1,0.693147,5.385165,1.791759,30.23,0,0.000000,0.331613,0.34202,0.951057
768,768,1.036207,51,19,1.526056,1,0.693147,5.656854,1.386294,30.22,0,0.000000,0.331613,0.34202,0.951057
769,769,0.725862,51,19,1.526056,0,0.693147,5.099020,1.386294,30.21,0,0.000000,0.331613,0.34202,0.951057
770,770,0.415517,51,19,1.526056,1,0.693147,3.741657,1.386294,30.24,110,4.709530,0.331613,0.34202,0.951057
771,771,0.105172,51,19,1.526056,1,1.386294,4.795832,2.079442,30.26,13734,9.527703,0.331613,0.34202,0.951057
772,772,0.205172,51,19,1.526056,1,1.609438,6.164414,1.386294,30.21,20887,9.946930,0.331613,0.34202,0.951057
773,773,0.515517,51,19,1.526056,1,1.386294,5.291503,1.386294,30.18,5603,8.631236,0.331613,0.34202,0.951057
774,774,0.825862,51,19,1.526056,1,1.098612,4.795832,1.386294,30.17,0,0.000000,0.331613,0.34202,0.951057
775,775,1.136207,51,19,1.526056,1,0.693147,4.472136,1.386294,30.18,0,0.000000,0.331613,0.34202,0.951057
776,776,1.037997,50,27,2.028148,2,1.386294,3.741657,1.945910,30.17,0,0.000000,0.471239,0.45399,0.891007
777,777,0.727116,50,27,2.028148,2,1.945910,3.316625,1.945910,30.16,0,0.000000,0.471239,0.45399,0.891007
778,778,0.416235,50,27,2.028148,2,2.079442,2.000000,1.945910,30.13,140,4.948760,0.471239,0.45399,0.891007
779,779,0.105354,50,27,2.028148,4,2.251292,3.741657,1.386294,30.15,12328,9.419709,0.471239,0.45399,0.891007
780,780,0.205527,50,27,2.028148,4,1.791759,4.472136,2.484907,30.10,11715,9.368711,0.471239,0.45399,0.891007
781,781,0.516408,50,27,2.028148,4,0.693147,5.099020,2.397895,30.08,3854,8.257126,0.471239,0.453990,0.891007
782,782,0.827288,50,27,2.028148,4,0.693147,4.472136,2.197225,30.06,0,0.000000,0.471239,0.453990,0.891007
783,783,1.138169,50,27,2.028148,4,0.693147,4.472136,1.945910,30.07,0,0.000000,0.471239,0.453990,0.891007
784,784,1.041522,50,33,1.774952,4,0.693147,4.472136,1.945910,30.06,0,0.000000,0.575959,0.544639,0.838671
785,785,0.730104,50,33,1.774952,3,0.693147,3.741657,2.302585,30.07,0,0.000000,0.575959,0.544639,0.838671
786,786,0.418685,50,33,1.774952,3,1.098612,3.741657,1.386294,30.05,90,4.510860,0.575959,0.544639,0.838671
787,787,0.107266,50,33,1.774952,3,1.098612,4.795832,2.197225,30.10,3336,8.112827,0.575959,0.544639,0.838671
788,788,0.204152,50,33,1.774952,1,0.693147,4.795832,2.302585,30.07,15878,9.672753,0.575959,0.544639,0.838671
789,789,0.515571,50,33,1.774952,2,0.693147,5.385165,1.386294,30.07,5654,8.640295,0.575959,0.544639,0.838671
790,790,0.826990,50,33,1.774952,1,0.693147,5.099020,1.386294,30.08,0,0.000000,0.575959,0.544639,0.838671
791,791,1.138408,50,33,1.774952,0,0.693147,3.741657,1.386294,30.09,0,0.000000,0.575959,0.544639,0.838671
792,792,1.043328,49,19,2.001480,0,0.693147,3.316625,1.386294,30.11,0,0.000000,0.331613,0.342020,0.951057
793,793,0.731369,49,19,2.001480,1,0.693147,2.645751,1.386294,30.16,0,0.000000,0.331613,0.342020,0.951057
794,794,0.419411,49,19,2.001480,1,0.693147,6.557439,2.079442,30.23,108,4.691348,0.331613,0.342020,0.951057
795,795,0.107452,49,19,2.001480,1,0.693147,7.141428,1.945910,30.27,13962,9.544166,0.331613,0.342020,0.951057
796,796,0.204506,49,19,2.001480,1,0.693147,6.708204,2.079442,30.23,21545,9.977945,0.331613,0.342020,0.951057
797,797,0.516464,49,19,2.001480,1,0.693147,5.744563,2.484907,30.26,5580,8.627123,0.331613,0.342020,0.951057
798,798,0.828423,49,19,2.001480,0,0.693147,5.567764,1.945910,30.31,0,0.000000,0.331613,0.342020,0.951057
799,799,1.140381,49,19,2.001480,0,0.693147,4.472136,1.386294,30.35,0,0.000000,0.331613,0.342020,0.951057
800,800,1.046875,51,19,1.609438,0,1.098612,3.316625,1.945910,30.36,0,0.000000,0.331613,0.342020,0.951057
801,801,0.734375,51,19,1.609438,0,1.098612,3.741657,1.945910,30.35,0,0.000000,0.331613,0.34202,0.951057
802,802,0.421875,51,19,1.609438,0,1.791759,4.472136,2.397895,30.36,98,4.595120,0.331613,0.34202,0.951057
803,803,0.109375,51,19,1.609438,0,1.945910,5.099020,1.386294,30.39,13185,9.486911,0.331613,0.34202,0.951057
804,804,0.203125,51,19,1.609438,0,1.386294,7.000000,1.386294,30.32,20658,9.935906,0.331613,0.34202,0.951057
805,805,0.515625,51,19,1.609438,1,1.098612,4.690416,1.945910,30.26,5430,8.599879,0.331613,0.34202,0.951057
806,806,0.828125,51,19,1.609438,0,0.693147,5.567764,1.386294,30.25,0,0.000000,0.331613,0.34202,0.951057
807,807,1.140625,51,19,1.609438,1,0.693147,5.099020,1.386294,30.27,0,0.000000,0.331613,0.34202,0.951057
808,808,1.046875,50,29,1.774952,0,0.693147,4.472136,1.386294,30.22,0,0.000000,0.506145,0.48481,0.874620
809,809,0.734375,50,29,1.774952,1,0.693147,4.123106,1.386294,30.18,0,0.000000,0.506145,0.48481,0.874620
810,810,0.421875,50,29,1.774952,1,0.693147,4.123106,2.302585,30.18,25,3.258097,0.506145,0.48481,0.874620
811,811,0.109375,50,29,1.774952,3,1.386294,5.291503,1.386294,30.18,12722,9.451167,0.506145,0.48481,0.874620
812,812,0.203125,50,29,1.774952,3,1.098612,5.744563,1.791759,30.10,17127,9.748470,0.506145,0.48481,0.874620
813,813,0.515625,50,29,1.774952,3,1.791759,4.690416,1.386294,30.04,4287,8.363576,0.506145,0.48481,0.874620
814,814,0.828125,50,29,1.774952,1,0.693147,5.000000,2.639057,29.99,0,0.000000,0.506145,0.48481,0.874620
815,815,1.140625,50,29,1.774952,2,1.098612,3.162278,2.484907,30.00,0,0.000000,0.506145,0.48481,0.874620
816,816,1.050435,53,27,2.341806,4,1.386294,3.162278,2.197225,29.97,0,0.000000,0.471239,0.45399,0.891007
817,817,0.737391,53,27,2.341806,4,0.693147,3.741657,1.386294,29.94,0,0.000000,0.471239,0.45399,0.891007
818,818,0.424348,53,27,2.341806,2,1.791759,3.316625,1.386294,29.95,101,4.624973,0.471239,0.45399,0.891007
819,819,0.111304,53,27,2.341806,1,2.079442,4.472136,1.386294,29.97,12297,9.417192,0.471239,0.45399,0.891007
820,820,0.201739,53,27,2.341806,3,1.098612,5.744563,2.197225,29.90,15931,9.676085,0.471239,0.45399,0.891007
821,821,0.514783,53,27,2.341806,4,1.098612,4.123106,2.708050,29.88,2812,7.942007,0.471239,0.45399,0.891007
822,822,0.827826,53,27,2.341806,4,0.693147,4.472136,3.401197,29.86,0,0.000000,0.471239,0.45399,0.891007
823,823,1.140870,53,27,2.341806,4,0.693147,3.162278,2.079442,29.85,0,0.000000,0.471239,0.45399,0.891007
824,824,1.050435,49,29,2.827314,3,0.693147,5.291503,3.135494,29.84,0,0.000000,0.506145,0.48481,0.874620
825,825,0.737391,49,29,2.827314,4,1.098612,5.567764,3.135494,29.85,0,0.000000,0.506145,0.48481,0.874620
826,826,0.424348,49,29,2.827314,2,0.693147,5.830952,2.708050,29.89,75,4.330733,0.506145,0.48481,0.874620
827,827,0.111304,49,29,2.827314,2,0.693147,6.557439,2.772589,29.92,12944,9.468465,0.506145,0.48481,0.874620
828,828,0.201739,49,29,2.827314,3,0.693147,7.000000,3.044522,29.87,17309,9.759040,0.506145,0.48481,0.874620
829,829,0.514783,49,29,2.827314,2,0.693147,6.244998,2.833213,29.85,3618,8.193953,0.506145,0.48481,0.874620
830,830,0.827826,49,29,2.827314,2,0.693147,5.830952,3.044522,29.89,0,0.000000,0.506145,0.48481,0.874620
831,831,1.140870,49,29,2.827314,3,0.693147,6.082763,2.397895,29.92,0,0.000000,0.506145,0.484810,0.874620
832,832,1.054007,45,19,2.174752,2,0.693147,5.656854,2.197225,29.91,0,0.000000,0.331613,0.342020,0.951057
833,833,0.740418,45,19,2.174752,2,0.693147,4.898979,1.945910,29.93,0,0.000000,0.331613,0.342020,0.951057
834,834,0.426829,45,19,2.174752,3,0.693147,4.123106,2.079442,29.95,0,0.000000,0.331613,0.342020,0.951057
835,835,0.113240,45,19,2.174752,4,0.693147,5.099020,2.639057,29.95,738,6.605298,0.331613,0.342020,0.951057
836,836,0.200348,45,19,2.174752,4,0.693147,4.472136,1.945910,29.89,4194,8.341649,0.331613,0.342020,0.951057
837,837,0.513937,45,19,2.174752,4,2.079442,3.741657,1.386294,29.83,223,5.411646,0.331613,0.342020,0.951057
838,838,0.827526,45,19,2.174752,4,1.098612,2.645751,2.197225,29.79,0,0.000000,0.331613,0.342020,0.951057
839,839,1.141115,45,19,2.174752,3,0.693147,3.316625,2.397895,29.77,0,0.000000,0.331613,0.342020,0.951057
840,840,1.054007,46,21,2.292535,3,0.693147,2.645751,2.197225,29.75,0,0.000000,0.366519,0.358368,0.933580
841,841,0.740418,46,21,2.292535,3,0.693147,4.123106,2.079442,29.75,0,0.000000,0.366519,0.358368,0.933580
842,842,0.426829,46,21,2.292535,4,1.098612,4.472136,2.197225,29.76,0,0.000000,0.366519,0.358368,0.933580
843,843,0.113240,46,21,2.292535,3,1.098612,4.795832,2.302585,29.81,10192,9.229456,0.366519,0.358368,0.933580
844,844,0.200348,46,21,2.292535,2,0.693147,5.830952,2.833213,29.79,13049,9.476543,0.366519,0.358368,0.933580
845,845,0.513937,46,21,2.292535,3,0.693147,6.244998,2.772589,29.79,198,5.293305,0.366519,0.358368,0.933580
846,846,0.827526,46,21,2.292535,3,0.693147,2.645751,2.197225,29.82,0,0.000000,0.366519,0.358368,0.933580
847,847,1.141115,46,21,2.292535,2,0.693147,3.316625,1.791759,29.87,0,0.000000,0.366519,0.358368,0.933580
848,848,1.057592,43,19,2.332144,3,0.693147,4.898979,1.386294,29.89,0,0.000000,0.331613,0.342020,0.951057
849,849,0.743455,43,19,2.332144,3,0.693147,2.645751,1.386294,29.90,0,0.000000,0.331613,0.342020,0.951057
850,850,0.429319,43,19,2.332144,4,2.079442,2.645751,2.302585,29.93,0,0.000000,0.331613,0.342020,0.951057
851,851,0.115183,43,19,2.332144,3,0.693147,3.741657,2.397895,29.99,4935,8.504311,0.331613,0.34202,0.951057
852,852,0.198953,43,19,2.332144,3,0.693147,5.099020,2.079442,29.97,8729,9.074521,0.331613,0.34202,0.951057
853,853,0.513089,43,19,2.332144,3,0.693147,4.123106,3.044522,29.99,1599,7.377759,0.331613,0.34202,0.951057
854,854,0.827225,43,19,2.332144,3,0.693147,4.123106,2.833213,30.02,0,0.000000,0.331613,0.34202,0.951057
855,855,1.141361,43,19,2.332144,2,0.693147,4.123106,1.945910,30.03,0,0.000000,0.331613,0.34202,0.951057
856,856,1.057592,43,29,2.240710,1,0.693147,6.082763,2.397895,30.04,0,0.000000,0.506145,0.48481,0.874620
857,857,0.743455,43,29,2.240710,1,0.693147,6.480741,2.302585,30.05,0,0.000000,0.506145,0.48481,0.874620
858,858,0.429319,43,29,2.240710,1,0.693147,5.196152,1.386294,30.05,0,0.000000,0.506145,0.48481,0.874620
859,859,0.115183,43,29,2.240710,0,0.693147,6.324555,1.386294,30.04,13602,9.518046,0.506145,0.48481,0.874620
860,860,0.198953,43,29,2.240710,1,0.693147,7.483315,1.791759,29.96,22524,10.022381,0.506145,0.48481,0.874620
861,861,0.513089,43,29,2.240710,1,0.693147,6.403124,2.708050,29.91,6311,8.750208,0.506145,0.48481,0.874620
862,862,0.827225,43,29,2.240710,0,0.693147,5.385165,2.397895,29.91,0,0.000000,0.506145,0.48481,0.874620
863,863,1.141361,43,29,2.240710,0,0.693147,5.656854,2.708050,29.92,0,0.000000,0.506145,0.48481,0.874620
864,864,1.059337,47,20,2.272126,0,0.693147,6.082763,2.079442,29.92,0,0.000000,0.349066,0.34202,0.939693
865,865,0.745201,47,20,2.272126,0,0.693147,5.916080,1.945910,29.97,0,0.000000,0.349066,0.34202,0.939693
